WAFER_ID,CLASS,STEP_ID,EQP_ID
W0030,CLASS_08,STEP_006,EQP_09
W0030,CLASS_08,STEP_007,EQP_01
W0030,CLASS_08,STEP_008,EQP_05
W0030,CLASS_08,STEP_009,EQP_03
W0030,CLASS_08,STEP_010,EQP_08
W0030,CLASS_08,STEP_011,EQP_03
W0030,CLASS_08,STEP_012,EQP_03
W0030,CLASS_08,STEP_013,EQP_00
W0030,CLASS_08,STEP_014,EQP_06
W0030,CLASS_08,STEP_015,EQP_07
W0030,CLASS_08,STEP_016,EQP_05
W0030,CLASS_08,STEP_017,EQP_00
W0030,CLASS_08,STEP_018,EQP_00
W0030,CLASS_08,STEP_019,EQP_00
W0031,CLASS_07,STEP_000,EQP_00
W0031,CLASS_07,STEP_001,EQP_03
W0031,CLASS_07,STEP_002,EQP_05
W0031,CLASS_07,STEP_003,EQP_00
W0031,CLASS_07,STEP_004,EQP_01
W0031,CLASS_07,STEP_005,EQP_03
W0031,CLASS_07,STEP_006,EQP_03
W0031,CLASS_07,STEP_007,EQP_05
W0031,CLASS_07,STEP_008,EQP_07
W0031,CLASS_07,STEP_009,EQP_02
W0031,CLASS_07,STEP_010,EQP_06
W0031,CLASS_07,STEP_011,EQP_05
W0031,CLASS_07,STEP_012,EQP_02
W0031,CLASS_07,STEP_013,EQP_02
W0031,CLASS_07,STEP_014,EQP_06
W0031,CLASS_07,STEP_015,EQP_05
W0031,CLASS_07,STEP_016,EQP_07
W0031,CLASS_07,STEP_017,EQP_09
W0031,CLASS_07,STEP_018,EQP_05
W0031,CLASS_07,STEP_019,EQP_08
W0032,CLASS_04,STEP_000,EQP_09
W0032,CLASS_04,STEP_001,EQP_00
W0032,CLASS_04,STEP_002,EQP_03
W0032,CLASS_04,STEP_003,EQP_05
W0032,CLASS_04,STEP_004,EQP_09
W0032,CLASS_04,STEP_005,EQP_01
W0032,CLASS_04,STEP_006,EQP_02
W0032,CLASS_04,STEP_007,EQP_02
W0032,CLASS_04,STEP_008,EQP_04
W0032,CLASS_04,STEP_009,EQP_07
W0032,CLASS_04,STEP_010,EQP_04
W0032,CLASS_04,STEP_011,EQP_04
W0032,CLASS_04,STEP_012,EQP_04
W0032,CLASS_04,STEP_013,EQP_09
W0032,CLASS_04,STEP_014,EQP_06
W0032,CLASS_04,STEP_015,EQP_08
W0032,CLASS_04,STEP_016,EQP_06
W0032,CLASS_04,STEP_017,EQP_08
W0032,CLASS_04,STEP_018,EQP_01
W0032,CLASS_04,STEP_019,EQP_03
W0033,CLASS_03,STEP_000,EQP_03
W0033,CLASS_03,STEP_001,EQP_07
W0033,CLASS_03,STEP_002,EQP_06
W0033,CLASS_03,STEP_003,EQP_09
W0033,CLASS_03,STEP_004,EQP_06
W0033,CLASS_03,STEP_005,EQP_00
W0033,CLASS_03,STEP_006,EQP_08
W0033,CLASS_03,STEP_007,EQP_06
W0033,CLASS_03,STEP_008,EQP_03
W0033,CLASS_03,STEP_009,EQP_08
W0033,CLASS_03,STEP_010,EQP_04
W0033,CLASS_03,STEP_011,EQP_05
W0033,CLASS_03,STEP_012,EQP_00
W0033,CLASS_03,STEP_013,EQP_08
W0033,CLASS_03,STEP_014,EQP_09
W0033,CLASS_03,STEP_015,EQP_08
W0033,CLASS_03,STEP_016,EQP_07
W0033,CLASS_03,STEP_017,EQP_08
W0033,CLASS_03,STEP_018,EQP_06
W0033,CLASS_03,STEP_019,EQP_04
W0034,CLASS_07,STEP_000,EQP_02
W0034,CLASS_07,STEP_001,EQP_08
W0034,CLASS_07,STEP_002,EQP_03
W0034,CLASS_07,STEP_003,EQP_00
W0034,CLASS_07,STEP_004,EQP_06
W0034,CLASS_07,STEP_005,EQP_09
W0034,CLASS_07,STEP_006,EQP_00
W0034,CLASS_07,STEP_007,EQP_05
W0034,CLASS_07,STEP_008,EQP_03
W0034,CLASS_07,STEP_009,EQP_07
W0034,CLASS_07,STEP_010,EQP_08
W0034,CLASS_07,STEP_011,EQP_02
W0034,CLASS_07,STEP_012,EQP_08
W0034,CLASS_07,STEP_013,EQP_09
W0034,CLASS_07,STEP_014,EQP_00
W0034,CLASS_07,STEP_015,EQP_08
W0034,CLASS_07,STEP_016,EQP_06
W0034,CLASS_07,STEP_017,EQP_02
W0034,CLASS_07,STEP_018,EQP_04
W0034,CLASS_07,STEP_019,EQP_09
W0035,CLASS_08,STEP_000,EQP_03
W0035,CLASS_08,STEP_001,EQP_06
W0035,CLASS_08,STEP_002,EQP_01
W0035,CLASS_08,STEP_003,EQP_03
W0035,CLASS_08,STEP_004,EQP_00
W0035,CLASS_08,STEP_005,EQP_03
W0035,CLASS_08,STEP_006,EQP_05
W0035,CLASS_08,STEP_007,EQP_01
W0035,CLASS_08,STEP_008,EQP_09
W0035,CLASS_08,STEP_009,EQP_03
W0035,CLASS_08,STEP_010,EQP_01
W0035,CLASS_08,STEP_011,EQP_03
W0035,CLASS_08,STEP_012,EQP_08
W0035,CLASS_08,STEP_013,EQP_05
W0035,CLASS_08,STEP_014,EQP_07
W0035,CLASS_08,STEP_015,EQP_00
W0035,CLASS_08,STEP_016,EQP_04
W0035,CLASS_08,STEP_017,EQP_03
W0035,CLASS_08,STEP_018,EQP_00
W0035,CLASS_08,STEP_019,EQP_04
W0036,CLASS_08,STEP_000,EQP_00
W0036,CLASS_08,STEP_001,EQP_08
W0036,CLASS_08,STEP_002,EQP_06
W0036,CLASS_08,STEP_003,EQP_03
W0036,CLASS_08,STEP_004,EQP_05
W0036,CLASS_08,STEP_005,EQP_03
W0036,CLASS_08,STEP_006,EQP_05
W0036,CLASS_08,STEP_007,EQP_01
W0036,CLASS_08,STEP_008,EQP_06
W0036,CLASS_08,STEP_009,EQP_00
W0036,CLASS_08,STEP_010,EQP_07
W0036,CLASS_08,STEP_011,EQP_08
W0036,CLASS_08,STEP_012,EQP_04
W0036,CLASS_08,STEP_013,EQP_03
W0036,CLASS_08,STEP_014,EQP_06
W0036,CLASS_08,STEP_015,EQP_09
W0036,CLASS_08,STEP_016,EQP_04
W0036,CLASS_08,STEP_017,EQP_06
W0036,CLASS_08,STEP_018,EQP_00
W0036,CLASS_08,STEP_019,EQP_00
W0037,CLASS_04,STEP_000,EQP_04
W0037,CLASS_04,STEP_001,EQP_00
W0037,CLASS_04,STEP_002,EQP_08
W0037,CLASS_04,STEP_003,EQP_04
W0037,CLASS_04,STEP_004,EQP_07
W0037,CLASS_04,STEP_005,EQP_05
W0037,CLASS_04,STEP_006,EQP_00
W0037,CLASS_04,STEP_007,EQP_02
W0037,CLASS_04,STEP_008,EQP_07
W0037,CLASS_04,STEP_009,EQP_08
W0037,CLASS_04,STEP_010,EQP_05
W0037,CLASS_04,STEP_011,EQP_01
W0037,CLASS_04,STEP_012,EQP_09
W0037,CLASS_04,STEP_013,EQP_02
W0037,CLASS_04,STEP_014,EQP_05
W0037,CLASS_04,STEP_015,EQP_01
W0037,CLASS_04,STEP_016,EQP_07
W0037,CLASS_04,STEP_017,EQP_00
W0037,CLASS_04,STEP_018,EQP_08
W0037,CLASS_04,STEP_019,EQP_06
W0038,CLASS_01,STEP_000,EQP_07
W0038,CLASS_01,STEP_001,EQP_08
W0038,CLASS_01,STEP_002,EQP_08
W0038,CLASS_01,STEP_003,EQP_06
W0038,CLASS_01,STEP_004,EQP_01
W0038,CLASS_01,STEP_005,EQP_01
W0038,CLASS_01,STEP_006,EQP_01
W0038,CLASS_01,STEP_007,EQP_04
W0038,CLASS_01,STEP_008,EQP_02
W0038,CLASS_01,STEP_009,EQP_09
W0038,CLASS_01,STEP_010,EQP_03
W0038,CLASS_01,STEP_011,EQP_02
W0038,CLASS_01,STEP_012,EQP_07
W0038,CLASS_01,STEP_013,EQP_00
W0038,CLASS_01,STEP_014,EQP_09
W0038,CLASS_01,STEP_015,EQP_07
W0038,CLASS_01,STEP_016,EQP_00
W0038,CLASS_01,STEP_017,EQP_01
W0038,CLASS_01,STEP_018,EQP_05
W0038,CLASS_01,STEP_019,EQP_09
W0039,CLASS_00,STEP_000,EQP_04
W0039,CLASS_00,STEP_001,EQP_00
W0039,CLASS_00,STEP_002,EQP_06
W0039,CLASS_00,STEP_003,EQP_07
W0039,CLASS_00,STEP_004,EQP_01
W0039,CLASS_00,STEP_005,EQP_00
W0039,CLASS_00,STEP_006,EQP_07
W0039,CLASS_00,STEP_007,EQP_08
W0039,CLASS_00,STEP_008,EQP_07
W0039,CLASS_00,STEP_009,EQP_02
W0039,CLASS_00,STEP_010,EQP_08
W0039,CLASS_00,STEP_011,EQP_00
W0039,CLASS_00,STEP_012,EQP_02
W0039,CLASS_00,STEP_013,EQP_05
W0039,CLASS_00,STEP_014,EQP_01
W0039,CLASS_00,STEP_015,EQP_03
W0039,CLASS_00,STEP_016,EQP_06
W0039,CLASS_00,STEP_017,EQP_02
W0039,CLASS_00,STEP_018,EQP_04
W0039,CLASS_00,STEP_019,EQP_06
W0040,CLASS_04,STEP_000,EQP_09
W0040,CLASS_04,STEP_001,EQP_09
W0040,CLASS_04,STEP_002,EQP_00
W0040,CLASS_04,STEP_003,EQP_05
W0040,CLASS_04,STEP_004,EQP_02
W0040,CLASS_04,STEP_005,EQP_02
W0040,CLASS_04,STEP_006,EQP_04
W0040,CLASS_04,STEP_007,EQP_02
W0040,CLASS_04,STEP_008,EQP_08
W0040,CLASS_04,STEP_009,EQP_04
W0040,CLASS_04,STEP_010,EQP_01
W0040,CLASS_04,STEP_011,EQP_03
W0040,CLASS_04,STEP_012,EQP_09
W0040,CLASS_04,STEP_013,EQP_00
W0040,CLASS_04,STEP_014,EQP_03
W0040,CLASS_04,STEP_015,EQP_07
W0040,CLASS_04,STEP_016,EQP_01
W0040,CLASS_04,STEP_017,EQP_03
W0040,CLASS_04,STEP_018,EQP_07
W0040,CLASS_04,STEP_019,EQP_07
W0041,CLASS_01,STEP_000,EQP_07
W0041,CLASS_01,STEP_001,EQP_00
W0041,CLASS_01,STEP_002,EQP_07
W0041,CLASS_01,STEP_003,EQP_06
W0041,CLASS_01,STEP_004,EQP_04
W0041,CLASS_01,STEP_005,EQP_01
W0041,CLASS_01,STEP_006,EQP_02
W0041,CLASS_01,STEP_007,EQP_03
W0041,CLASS_01,STEP_008,EQP_04
W0041,CLASS_01,STEP_009,EQP_07
W0041,CLASS_01,STEP_010,EQP_02
W0041,CLASS_01,STEP_011,EQP_01
W0041,CLASS_01,STEP_012,EQP_09
W0041,CLASS_01,STEP_013,EQP_00
W0041,CLASS_01,STEP_014,EQP_09
W0041,CLASS_01,STEP_015,EQP_04
W0041,CLASS_01,STEP_016,EQP_05
W0041,CLASS_01,STEP_017,EQP_07
W0041,CLASS_01,STEP_018,EQP_01
W0041,CLASS_01,STEP_019,EQP_05
W0042,CLASS_00,STEP_000,EQP_03
W0042,CLASS_00,STEP_001,EQP_02
W0042,CLASS_00,STEP_002,EQP_01
W0042,CLASS_00,STEP_003,EQP_09
W0042,CLASS_00,STEP_004,EQP_00
W0042,CLASS_00,STEP_005,EQP_00
W0042,CLASS_00,STEP_006,EQP_09
W0042,CLASS_00,STEP_007,EQP_09
W0042,CLASS_00,STEP_008,EQP_06
W0042,CLASS_00,STEP_009,EQP_08
W0042,CLASS_00,STEP_010,EQP_05
W0042,CLASS_00,STEP_011,EQP_01
W0042,CLASS_00,STEP_012,EQP_03
W0042,CLASS_00,STEP_013,EQP_05
W0042,CLASS_00,STEP_014,EQP_08
W0042,CLASS_00,STEP_015,EQP_02
W0042,CLASS_00,STEP_016,EQP_08
W0042,CLASS_00,STEP_017,EQP_00
W0042,CLASS_00,STEP_018,EQP_06
W0042,CLASS_00,STEP_019,EQP_04
W0043,CLASS_00,STEP_000,EQP_01
W0043,CLASS_00,STEP_001,EQP_07
W0043,CLASS_00,STEP_002,EQP_01
W0043,CLASS_00,STEP_003,EQP_07
W0043,CLASS_00,STEP_004,EQP_07
W0043,CLASS_00,STEP_005,EQP_01
W0043,CLASS_00,STEP_006,EQP_04
W0043,CLASS_00,STEP_007,EQP_09
W0043,CLASS_00,STEP_008,EQP_07
W0043,CLASS_00,STEP_009,EQP_07
W0043,CLASS_00,STEP_010,EQP_01
W0043,CLASS_00,STEP_011,EQP_05
W0043,CLASS_00,STEP_012,EQP_07
W0043,CLASS_00,STEP_013,EQP_08
W0043,CLASS_00,STEP_014,EQP_08
W0043,CLASS_00,STEP_015,EQP_04
W0043,CLASS_00,STEP_016,EQP_00
W0043,CLASS_00,STEP_017,EQP_06
W0043,CLASS_00,STEP_018,EQP_02
W0043,CLASS_00,STEP_019,EQP_06
W0044,CLASS_01,STEP_000,EQP_08
W0044,CLASS_01,STEP_001,EQP_07
W0044,CLASS_01,STEP_002,EQP_04
W0044,CLASS_01,STEP_003,EQP_06
W0044,CLASS_01,STEP_004,EQP_09
W0044,CLASS_01,STEP_005,EQP_00
W0044,CLASS_01,STEP_006,EQP_01
W0044,CLASS_01,STEP_007,EQP_09
W0044,CLASS_01,STEP_008,EQP_05
W0044,CLASS_01,STEP_009,EQP_07
W0044,CLASS_01,STEP_010,EQP_08
W0044,CLASS_01,STEP_011,EQP_06
W0044,CLASS_01,STEP_012,EQP_01
W0044,CLASS_01,STEP_013,EQP_05
W0044,CLASS_01,STEP_014,EQP_01
W0044,CLASS_01,STEP_015,EQP_00
W0044,CLASS_01,STEP_016,EQP_00
W0044,CLASS_01,STEP_017,EQP_00
W0044,CLASS_01,STEP_018,EQP_06
W0044,CLASS_01,STEP_019,EQP_01
W0045,CLASS_05,STEP_000,EQP_03
W0045,CLASS_05,STEP_001,EQP_06
W0045,CLASS_05,STEP_002,EQP_05
W0045,CLASS_05,STEP_003,EQP_04
W0045,CLASS_05,STEP_004,EQP_01
W0045,CLASS_05,STEP_005,EQP_09
W0045,CLASS_05,STEP_006,EQP_06
W0045,CLASS_05,STEP_007,EQP_03
W0045,CLASS_05,STEP_008,EQP_00
W0045,CLASS_05,STEP_009,EQP_06
W0045,CLASS_05,STEP_010,EQP_04
W0045,CLASS_05,STEP_011,EQP_00
W0045,CLASS_05,STEP_012,EQP_04
W0045,CLASS_05,STEP_013,EQP_01
W0045,CLASS_05,STEP_014,EQP_01
W0045,CLASS_05,STEP_015,EQP_02
W0045,CLASS_05,STEP_016,EQP_08
W0045,CLASS_05,STEP_017,EQP_02
W0045,CLASS_05,STEP_018,EQP_03
W0045,CLASS_05,STEP_019,EQP_03
W0046,CLASS_05,STEP_000,EQP_05
W0046,CLASS_05,STEP_001,EQP_05
W0046,CLASS_05,STEP_002,EQP_02
W0046,CLASS_05,STEP_003,EQP_04
W0046,CLASS_05,STEP_004,EQP_09
W0046,CLASS_05,STEP_005,EQP_05
W0046,CLASS_05,STEP_006,EQP_05
W0046,CLASS_05,STEP_007,EQP_06
W0046,CLASS_05,STEP_008,EQP_06
W0046,CLASS_05,STEP_009,EQP_09
W0046,CLASS_05,STEP_010,EQP_01
W0046,CLASS_05,STEP_011,EQP_09
W0046,CLASS_05,STEP_012,EQP_00
W0046,CLASS_05,STEP_013,EQP_01
W0046,CLASS_05,STEP_014,EQP_00
W0046,CLASS_05,STEP_015,EQP_07
W0046,CLASS_05,STEP_016,EQP_08
W0046,CLASS_05,STEP_017,EQP_00
W0046,CLASS_05,STEP_018,EQP_01
W0046,CLASS_05,STEP_019,EQP_09
W0047,CLASS_03,STEP_000,EQP_05
W0047,CLASS_03,STEP_001,EQP_07
W0047,CLASS_03,STEP_002,EQP_07
W0047,CLASS_03,STEP_003,EQP_09
W0047,CLASS_03,STEP_004,EQP_01
W0047,CLASS_03,STEP_005,EQP_06
W0047,CLASS_03,STEP_006,EQP_04
W0047,CLASS_03,STEP_007,EQP_06
W0047,CLASS_03,STEP_008,EQP_04
W0047,CLASS_03,STEP_009,EQP_00
W0047,CLASS_03,STEP_010,EQP_05
W0047,CLASS_03,STEP_011,EQP_05
W0047,CLASS_03,STEP_012,EQP_01
W0047,CLASS_03,STEP_013,EQP_09
W0047,CLASS_03,STEP_014,EQP_06
W0047,CLASS_03,STEP_015,EQP_09
W0047,CLASS_03,STEP_016,EQP_01
W0047,CLASS_03,STEP_017,EQP_09
W0047,CLASS_03,STEP_018,EQP_05
W0047,CLASS_03,STEP_019,EQP_00
W0048,CLASS_06,STEP_000,EQP_08
W0048,CLASS_06,STEP_001,EQP_09
W0048,CLASS_06,STEP_002,EQP_03
W0048,CLASS_06,STEP_003,EQP_02
W0048,CLASS_06,STEP_004,EQP_06
W0048,CLASS_06,STEP_005,EQP_00
W0048,CLASS_06,STEP_006,EQP_06
W0048,CLASS_06,STEP_007,EQP_07
W0048,CLASS_06,STEP_008,EQP_07
W0048,CLASS_06,STEP_009,EQP_05
W0048,CLASS_06,STEP_010,EQP_02
W0048,CLASS_06,STEP_011,EQP_06
W0048,CLASS_06,STEP_012,EQP_03
W0048,CLASS_06,STEP_013,EQP_05
W0048,CLASS_06,STEP_014,EQP_02
W0048,CLASS_06,STEP_015,EQP_06
W0048,CLASS_06,STEP_016,EQP_04
W0048,CLASS_06,STEP_017,EQP_09
W0048,CLASS_06,STEP_018,EQP_06
W0048,CLASS_06,STEP_019,EQP_09
W0049,CLASS_06,STEP_000,EQP_01
W0049,CLASS_06,STEP_001,EQP_09
W0049,CLASS_06,STEP_002,EQP_00
W0049,CLASS_06,STEP_003,EQP_04
W0049,CLASS_06,STEP_004,EQP_03
W0049,CLASS_06,STEP_005,EQP_03
W0049,CLASS_06,STEP_006,EQP_07
W0049,CLASS_06,STEP_007,EQP_03
W0049,CLASS_06,STEP_008,EQP_01
W0049,CLASS_06,STEP_009,EQP_04
W0049,CLASS_06,STEP_010,EQP_08
W0049,CLASS_06,STEP_011,EQP_08
W0049,CLASS_06,STEP_012,EQP_00
W0049,CLASS_06,STEP_013,EQP_04
W0049,CLASS_06,STEP_014,EQP_05
W0049,CLASS_06,STEP_015,EQP_01
W0049,CLASS_06,STEP_016,EQP_04
W0049,CLASS_06,STEP_017,EQP_01
W0049,CLASS_06,STEP_018,EQP_03
W0049,CLASS_06,STEP_019,EQP_05
W0050,CLASS_02,STEP_000,EQP_08
W0050,CLASS_02,STEP_001,EQP_07
W0050,CLASS_02,STEP_002,EQP_00
W0050,CLASS_02,STEP_003,EQP_04
W0050,CLASS_02,STEP_004,EQP_09
W0050,CLASS_02,STEP_005,EQP_09
W0050,CLASS_02,STEP_006,EQP_06
W0050,CLASS_02,STEP_007,EQP_08
W0050,CLASS_02,STEP_008,EQP_05
W0050,CLASS_02,STEP_009,EQP_07
W0050,CLASS_02,STEP_010,EQP_02
W0050,CLASS_02,STEP_011,EQP_02
W0050,CLASS_02,STEP_012,EQP_08
W0050,CLASS_02,STEP_013,EQP_05
W0050,CLASS_02,STEP_014,EQP_00
W0050,CLASS_02,STEP_015,EQP_09
W0050,CLASS_02,STEP_016,EQP_03
W0050,CLASS_02,STEP_017,EQP_07
W0050,CLASS_02,STEP_018,EQP_03
W0050,CLASS_02,STEP_019,EQP_06
W0051,CLASS_01,STEP_000,EQP_07
W0051,CLASS_01,STEP_001,EQP_00
W0051,CLASS_01,STEP_002,EQP_06
W0051,CLASS_01,STEP_003,EQP_06
W0051,CLASS_01,STEP_004,EQP_09
W0051,CLASS_01,STEP_005,EQP_03
W0051,CLASS_01,STEP_006,EQP_00
W0051,CLASS_01,STEP_007,EQP_00
W0051,CLASS_01,STEP_008,EQP_03
W0051,CLASS_01,STEP_009,EQP_03
W0051,CLASS_01,STEP_010,EQP_02
W0051,CLASS_01,STEP_011,EQP_02
W0051,CLASS_01,STEP_012,EQP_03
W0051,CLASS_01,STEP_013,EQP_03
W0051,CLASS_01,STEP_014,EQP_00
W0051,CLASS_01,STEP_015,EQP_09
W0051,CLASS_01,STEP_016,EQP_02
W0051,CLASS_01,STEP_017,EQP_05
W0051,CLASS_01,STEP_018,EQP_02
W0051,CLASS_01,STEP_019,EQP_03
W0052,CLASS_03,STEP_000,EQP_03
W0052,CLASS_03,STEP_001,EQP_01
W0052,CLASS_03,STEP_002,EQP_04
W0052,CLASS_03,STEP_003,EQP_08
W0052,CLASS_03,STEP_004,EQP_00
W0052,CLASS_03,STEP_005,EQP_06
W0052,CLASS_03,STEP_006,EQP_07
W0052,CLASS_03,STEP_007,EQP_06
W0052,CLASS_03,STEP_008,EQP_00
W0052,CLASS_03,STEP_009,EQP_08
W0052,CLASS_03,STEP_010,EQP_01
W0052,CLASS_03,STEP_011,EQP_09
W0052,CLASS_03,STEP_012,EQP_08
W0052,CLASS_03,STEP_013,EQP_05
W0052,CLASS_03,STEP_014,EQP_03
W0052,CLASS_03,STEP_015,EQP_07
W0052,CLASS_03,STEP_016,EQP_08
W0052,CLASS_03,STEP_017,EQP_09
W0052,CLASS_03,STEP_018,EQP_04
W0052,CLASS_03,STEP_019,EQP_00
W0053,CLASS_07,STEP_000,EQP_00
W0053,CLASS_07,STEP_001,EQP_06
W0053,CLASS_07,STEP_002,EQP_05
W0053,CLASS_07,STEP_003,EQP_00
W0053,CLASS_07,STEP_004,EQP_07
W0053,CLASS_07,STEP_005,EQP_00
W0053,CLASS_07,STEP_006,EQP_06
W0053,CLASS_07,STEP_007,EQP_05
W0053,CLASS_07,STEP_008,EQP_06
W0053,CLASS_07,STEP_009,EQP_08
W0053,CLASS_07,STEP_010,EQP_04
W0053,CLASS_07,STEP_011,EQP_02
W0053,CLASS_07,STEP_012,EQP_00
W0053,CLASS_07,STEP_013,EQP_00
W0053,CLASS_07,STEP_014,EQP_01
W0053,CLASS_07,STEP_015,EQP_04
W0053,CLASS_07,STEP_016,EQP_06
W0053,CLASS_07,STEP_017,EQP_01
W0053,CLASS_07,STEP_018,EQP_07
W0053,CLASS_07,STEP_019,EQP_04
W0054,CLASS_09,STEP_000,EQP_03
W0054,CLASS_09,STEP_001,EQP_08
W0054,CLASS_09,STEP_002,EQP_00
W0054,CLASS_09,STEP_003,EQP_08
W0054,CLASS_09,STEP_004,EQP_01
W0054,CLASS_09,STEP_005,EQP_01
W0054,CLASS_09,STEP_006,EQP_03
W0054,CLASS_09,STEP_007,EQP_07
W0054,CLASS_09,STEP_008,EQP_01
W0054,CLASS_09,STEP_009,EQP_00
W0054,CLASS_09,STEP_010,EQP_02
W0054,CLASS_09,STEP_011,EQP_04
W0054,CLASS_09,STEP_012,EQP_03
W0054,CLASS_09,STEP_013,EQP_05
W0054,CLASS_09,STEP_014,EQP_07
W0054,CLASS_09,STEP_015,EQP_00
W0054,CLASS_09,STEP_016,EQP_07
W0054,CLASS_09,STEP_017,EQP_02
W0054,CLASS_09,STEP_018,EQP_02
W0054,CLASS_09,STEP_019,EQP_07
W0055,CLASS_02,STEP_000,EQP_00
W0055,CLASS_02,STEP_001,EQP_07
W0055,CLASS_02,STEP_002,EQP_04
W0055,CLASS_02,STEP_003,EQP_01
W0055,CLASS_02,STEP_004,EQP_02
W0055,CLASS_02,STEP_005,EQP_00
W0055,CLASS_02,STEP_006,EQP_06
W0055,CLASS_02,STEP_007,EQP_08
W0055,CLASS_02,STEP_008,EQP_08
W0055,CLASS_02,STEP_009,EQP_08
W0055,CLASS_02,STEP_010,EQP_07
W0055,CLASS_02,STEP_011,EQP_02
W0055,CLASS_02,STEP_012,EQP_02
W0055,CLASS_02,STEP_013,EQP_09
W0055,CLASS_02,STEP_014,EQP_04
W0055,CLASS_02,STEP_015,EQP_07
W0055,CLASS_02,STEP_016,EQP_02
W0055,CLASS_02,STEP_017,EQP_00
W0055,CLASS_02,STEP_018,EQP_00
W0055,CLASS_02,STEP_019,EQP_09
W0056,CLASS_09,STEP_000,EQP_02
W0056,CLASS_09,STEP_001,EQP_00
W0056,CLASS_09,STEP_002,EQP_04
W0056,CLASS_09,STEP_003,EQP_02
W0056,CLASS_09,STEP_004,EQP_09
W0056,CLASS_09,STEP_005,EQP_01
W0056,CLASS_09,STEP_006,EQP_08
W0056,CLASS_09,STEP_007,EQP_05
W0056,CLASS_09,STEP_008,EQP_00
W0056,CLASS_09,STEP_009,EQP_08
W0056,CLASS_09,STEP_010,EQP_07
W0056,CLASS_09,STEP_011,EQP_05
W0056,CLASS_09,STEP_012,EQP_05
W0056,CLASS_09,STEP_013,EQP_07
W0056,CLASS_09,STEP_014,EQP_04
W0056,CLASS_09,STEP_015,EQP_09
W0056,CLASS_09,STEP_016,EQP_06
W0056,CLASS_09,STEP_017,EQP_05
W0056,CLASS_09,STEP_018,EQP_00
W0056,CLASS_09,STEP_019,EQP_00
W0057,CLASS_01,STEP_000,EQP_04
W0057,CLASS_01,STEP_001,EQP_00
W0057,CLASS_01,STEP_002,EQP_08
W0057,CLASS_01,STEP_003,EQP_06
W0057,CLASS_01,STEP_004,EQP_01
W0057,CLASS_01,STEP_005,EQP_04
W0057,CLASS_01,STEP_006,EQP_08
W0057,CLASS_01,STEP_007,EQP_00
W0057,CLASS_01,STEP_008,EQP_04
W0057,CLASS_01,STEP_009,EQP_08
W0057,CLASS_01,STEP_010,EQP_04
W0057,CLASS_01,STEP_011,EQP_05
W0057,CLASS_01,STEP_012,EQP_08
W0057,CLASS_01,STEP_013,EQP_04
W0057,CLASS_01,STEP_014,EQP_09
W0057,CLASS_01,STEP_015,EQP_05
W0057,CLASS_01,STEP_016,EQP_08
W0057,CLASS_01,STEP_017,EQP_04
W0057,CLASS_01,STEP_018,EQP_05
W0057,CLASS_01,STEP_019,EQP_01
W0058,CLASS_08,STEP_000,EQP_09
W0058,CLASS_08,STEP_001,EQP_05
W0058,CLASS_08,STEP_002,EQP_03
W0058,CLASS_08,STEP_003,EQP_03
W0058,CLASS_08,STEP_004,EQP_09
W0058,CLASS_08,STEP_005,EQP_09
W0058,CLASS_08,STEP_006,EQP_09
W0058,CLASS_08,STEP_007,EQP_07
W0058,CLASS_08,STEP_008,EQP_09
W0058,CLASS_08,STEP_009,EQP_03
W0058,CLASS_08,STEP_010,EQP_03
W0058,CLASS_08,STEP_011,EQP_01
W0058,CLASS_08,STEP_012,EQP_02
W0058,CLASS_08,STEP_013,EQP_09
W0058,CLASS_08,STEP_014,EQP_01
W0058,CLASS_08,STEP_015,EQP_03
W0058,CLASS_08,STEP_016,EQP_03
W0058,CLASS_08,STEP_017,EQP_06
W0058,CLASS_08,STEP_018,EQP_03
W0058,CLASS_08,STEP_019,EQP_06
W0059,CLASS_01,STEP_000,EQP_05
W0059,CLASS_01,STEP_001,EQP_06
W0059,CLASS_01,STEP_002,EQP_03
W0059,CLASS_01,STEP_003,EQP_06
W0059,CLASS_01,STEP_004,EQP_01
W0059,CLASS_01,STEP_005,EQP_05
W0059,CLASS_01,STEP_006,EQP_09
W0059,CLASS_01,STEP_007,EQP_00
W0059,CLASS_01,STEP_008,EQP_07
W0059,CLASS_01,STEP_009,EQP_06
W0059,CLASS_01,STEP_010,EQP_01
W0059,CLASS_01,STEP_011,EQP_05
W0059,CLASS_01,STEP_012,EQP_09
W0059,CLASS_01,STEP_013,EQP_02
W0059,CLASS_01,STEP_014,EQP_02
W0059,CLASS_01,STEP_015,EQP_07
W0059,CLASS_01,STEP_016,EQP_00
W0059,CLASS_01,STEP_017,EQP_02
W0059,CLASS_01,STEP_018,EQP_09
W0059,CLASS_01,STEP_019,EQP_00
W0060,CLASS_05,STEP_000,EQP_07
W0060,CLASS_05,STEP_001,EQP_08
W0060,CLASS_05,STEP_002,EQP_06
W0060,CLASS_05,STEP_003,EQP_04
W0060,CLASS_05,STEP_004,EQP_00
W0060,CLASS_05,STEP_005,EQP_05
W0060,CLASS_05,STEP_006,EQP_07
W0060,CLASS_05,STEP_007,EQP_03
W0060,CLASS_05,STEP_008,EQP_06
W0060,CLASS_05,STEP_009,EQP_08
W0060,CLASS_05,STEP_010,EQP_00
W0060,CLASS_05,STEP_011,EQP_02
W0060,CLASS_05,STEP_012,EQP_03
